case,method,overlap_floor_ratio,effective_conductivity_W_mK,change_vs_nominal_percent,energy_balance_error
packing_seed_108301,random_near_mean,1e-08,0.2325897234457322,0.0,3.2076150828948493e-12
packing_seed_108301,degree,1e-08,0.22954296714079495,0.0,8.124860941631433e-13
packing_seed_108301,heat_path,1e-08,0.24883877867165186,0.0,9.717201961860255e-14
packing_seed_108301,swap_optimized,1e-08,0.3606491252962163,0.0,2.4665504739243915e-12
packing_seed_108301,mlp,1e-08,0.27439892834999735,0.0,2.0174141401113873e-12
packing_seed_108301,gnn,1e-08,0.3161144048929665,0.0,1.0544625216813324e-12
packing_seed_108301,random_near_mean,1e-06,0.232589723445736,1.6431300764452317e-12,3.191238559326632e-12
packing_seed_108301,degree,1e-06,0.22954296714079025,-2.042810365310288e-12,7.920817535230563e-13
packing_seed_108301,heat_path,1e-06,0.24883877867165186,0.0,9.717201961860255e-14
packing_seed_108301,swap_optimized,1e-06,0.3606491252962163,0.0,2.4665504739243915e-12
packing_seed_108301,mlp,1e-06,0.27439892834999735,0.0,2.0174141401113873e-12
packing_seed_108301,gnn,1e-06,0.3161144048929665,0.0,1.0544625216813324e-12
packing_seed_117307,random_near_mean,1e-10,0.22687718895605574,0.0,9.04484696916652e-13
packing_seed_117307,degree,1e-10,0.223407184574685,0.0,5.060584433704763e-13
packing_seed_117307,heat_path,1e-10,0.2417472563213092,0.0,3.6180836905625084e-14
packing_seed_117307,swap_optimized,1e-10,0.3391766861579462,0.0,4.091607642358099e-12
packing_seed_117307,mlp,1e-10,0.2672523329021978,0.0,2.889982589187858e-12
packing_seed_117307,gnn,1e-10,0.28759598977519524,0.0,5.7413603033209365e-12
packing_seed_117307,random_near_mean,1e-08,0.22687718895605574,0.0,9.04484696916652e-13
packing_seed_117307,degree,1e-08,0.223407184574685,0.0,5.060584433704763e-13
packing_seed_117307,heat_path,1e-08,0.2417472563213092,0.0,3.6180836905625084e-14
packing_seed_117307,swap_optimized,1e-08,0.3391766861579462,0.0,4.091607642358099e-12
packing_seed_117307,mlp,1e-08,0.2672523329021978,0.0,2.889982589187858e-12
packing_seed_117307,gnn,1e-08,0.28759598977519524,0.0,5.7413603033209365e-12
packing_seed_117307,random_near_mean,1e-06,0.22687718895605574,0.0,9.04484696916652e-13
packing_seed_117307,degree,1e-06,0.223407184574685,0.0,5.060584433704763e-13
