method,effective_conductivity_W_mK,high_count,high_high_contact_count,high_cluster_count,largest_high_cluster_size,largest_high_cluster_fraction,spanning_high_cluster_count,largest_high_cluster_vertical_extent_ratio,high_particles_linked_to_hot_wall,high_particles_linked_to_cold_wall,high_incident_contact_heat_fraction,high_high_contact_heat_fraction,mean_vertical_alignment_high_high,heat_weighted_vertical_alignment_high_high,minimum_series_path_resistance_K_W,minimum_series_path_conductance_W_K,minimum_resistance_path_particle_count,minimum_resistance_path_high_count,minimum_resistance_path_high_fraction,minimum_resistance_path_atom_ids,relative_energy_balance_error,case
random_near_mean,0.23141223867205013,50,13,37,5,0.1,0,0.4660621311775012,4,6,0.2824191177677142,0.03224430180983432,0.5043892591603616,0.6889397740469348,9541.346565682441,0.00010480700948404083,9,5,0.5555555555555556,397 407 297 277 289 497 492 451 481,3.598001616777433e-13,packing_seed_135347
degree,0.2369809663594544,50,35,19,14,0.28,0,0.7396868631082721,0,0,0.38544939586666294,0.10533759041763682,0.4970772970938589,0.660711692011643,6161.9915330085705,0.00016228519540203808,9,6,0.6666666666666666,409 420 431 411 229 495 465 467 372,4.501649520324102e-13,packing_seed_135347
heat_path,0.24254090442691667,50,15,35,5,0.1,0,0.2841469615531007,0,0,0.4325744918477382,0.05073819926801914,0.593831270282021,0.7123995526951062,7590.788553234328,0.00013173861885191283,8,4,0.5,409 420 388 411 462 457 455 494,4.3461062883529683e-13,packing_seed_135347
swap_optimized,0.35303520859310933,50,61,6,37,0.74,1,1.0212371969906158,4,8,0.508188029941065,0.37869717833250444,0.6684186140690404,0.7425632000472097,1598.4305472577935,0.0006256136694306561,9,9,1.0,409 401 434 411 191 495 465 467 372,1.697200553842048e-12,packing_seed_135347
mlp,0.2845460297033303,50,21,29,5,0.1,0,0.25252233661004947,6,8,0.41420538540828244,0.1144153949229252,0.6299589212525254,0.7582566822881742,6551.003099107769,0.00015264837840424738,8,5,0.625,409 420 388 411 462 457 455 494,7.514161743236906e-13,packing_seed_135347
gnn,0.28257876592786,50,49,12,24,0.48,0,0.3757676236533692,6,13,0.37323855752595003,0.15799549417645642,0.5751066064482669,0.7663630845599637,5305.101233840385,0.00018849781670916312,9,7,0.7777777777777778,398 420 388 411 191 474 465 467 372,8.782621465709453e-13,packing_seed_135347
random_near_mean,0.22530765284486137,50,10,40,4,0.08,0,0.28131920223581286,4,5,0.2953552568540549,0.030895678896293383,0.5123662651506669,0.5461321865533164,10969.916984233721,9.115839266944577e-05,9,3,0.3333333333333333,277 422 424 439 443 450 471 461 489,3.619098203950748e-14,packing_seed_144359
degree,0.22821420070428072,50,37,18,18,0.36,0,0.5099452632287217,0,0,0.3653626147542761,0.09114886179775178,0.49835191120150574,0.6442293540875758,10906.676545920596,9.168695851478497e-05,12,8,0.6666666666666666,262 418 444 411 428 238 201 117 114 115 110 125,7.882865412147854e-13,packing_seed_144359
heat_path,0.2398117749422041,50,22,30,8,0.16,0,0.2800928635218155,0,0,0.41826746708739837,0.07255155200817828,0.5839251809346976,0.7082139753972635,9437.637448071522,0.00010595872171422934,9,4,0.4444444444444444,423 394 444 411 428 491 481 469 496,3.0825437999048487e-13,packing_seed_144359
swap_optimized,0.33854033659033156,50,64,5,31,0.62,2,1.0132748991999028,6,6,0.49222576739627405,0.37424747962342614,0.6476356531865217,0.7237994334659076,1759.2667745276724,0.0005684186244399914,8,8,1.0,404 436 445 428 238 318 458 476,8.881007943907452e-13,packing_seed_144359
mlp,0.2708661182785491,50,20,31,12,0.24,0,0.4469712737025643,13,6,0.3813071904711035,0.09352935389064519,0.5286949301608839,0.6802116639875692,6850.202550784115,0.00014598108487836377,9,6,0.6666666666666666,423 394 444 411 428 491 481 469 496,1.8135208602554052e-12,packing_seed_144359
gnn,0.288242957403472,50,41,17,12,0.24,0,0.4469712737025643,16,6,0.37631736429425705,0.1829976731405101,0.5747180093379536,0.7344564053222316,7136.641594868893,0.0001401219308419496,9,6,0.6666666666666666,387 403 414 447 484 454 208 231 195,2.6068950382758095e-12,packing_seed_144359
random_near_mean,0.23951016083041196,50,11,40,4,0.08,0,0.3493108262431305,4,1,0.30972349543587596,0.03639813783851471,0.6047029135728994,0.6907966468791769,10061.630772450113,9.938746736146525e-05,9,4,0.4444444444444444,155 413 144 141 157 442 498 465 485,1.8942642822455315e-13,packing_seed_153371
degree,0.23860868501249696,50,42,17,23,0.46,0,0.6212279162995102,0,0,0.3548789513721767,0.09400220605803172,0.4887297219000429,0.6278809170872531,10114.253074651948,9.88703755600274e-05,8,2,0.25,428 414 422 408 495 500 487 448,1.9665753201226253e-12,packing_seed_153371
heat_path,0.2579835076708057,50,30,23,6,0.12,0,0.40820653252561534,0,0,0.4322062319762374,0.10620964366221387,0.6682748548702879,0.7602205529803087,7189.77967436072,0.0001390863204843499,9,5,0.5555555555555556,428 415 403 388 375 444 494 496 476,1.348277076676506e-12,packing_seed_153371
swap_optimized,0.3573692903904852,50,46,7,25,0.5,2,1.0192507253160612,7,6,0.4963481801246535,0.35014350418573076,0.7424133063728842,0.791788078077758,1338.6510130884508,0.0007470206874104278,8,8,1.0,425 416 422 440 444 494 496 476,8.604151369147267e-13,packing_seed_153371
mlp,0.27653084684063084,50,14,36,3,0.06,0,0.23523782858439238,8,8,0.40634391400152836,0.06579122991071677,0.7721037307522511,0.7824774251006785,7449.7684027821415,0.00013423236078406769,9,5,0.5555555555555556,428 415 403 388 433 460 494 496 476,3.6690579216740906e-13,packing_seed_153371
gnn,0.30967033988575626,50,51,11,14,0.28,0,0.6023560224937501,6,3,0.46153297268100857,0.2501251025194357,0.6724745871706228,0.8059139138859558,5102.1709304777305,0.000195995001662237,11,9,0.8181818181818182,259 279 266 260 313 388 375 444 494 496 476,8.808774640063072e-13,packing_seed_153371
random_near_mean,0.23362604379512078,50,14,36,4,0.08,0,0.2317165435065538,6,2,0.3021134025157617,0.033594176920285115,0.5287312312790468,0.6688148681206834,10207.678330457029,9.796546948548162e-05,8,2,0.25,420 431 395 185 434 472 494 471,8.96954963649999e-13,packing_seed_162389
degree,0.23409641711101317,50,42,16,21,0.42,0,0.619845431662384,0,0,0.3574277356255388,0.09247826555063829,0.49866778118581256,0.6039734679672742,9408.791049618625,0.00010628358040117533,9,6,0.6666666666666666,396 404 440 351 449 221 109 127 124,1.9404818170263388e-14,packing_seed_162389
heat_path,0.24980016250907847,50,24,28,9,0.18,0,0.4721945299832067,0,0,0.4270766222377174,0.08365249073910076,0.5843840712347084,0.7178717176539524,7017.387883681722,0.00014250316735738754,8,4,0.5,420 431 395 185 434 472 494 471,6.103811205170875e-13,packing_seed_162389
swap_optimized,0.3561051579934258,50,54,7,18,0.36,2,1.0134407042006381,7,5,0.4893984119164293,0.3578721183841459,0.6913587072683081,0.7885778192113302,1465.6279537247472,0.0006823013967894102,8,8,1.0,425 423 386 445 463 455 462 450,2.1890196065228923e-12,packing_seed_162389
mlp,0.273631426103909,50,19,32,4,0.08,0,0.30996903394804715,6,8,0.4060401639069094,0.08712008353738991,0.6284586908607206,0.7558903008546045,7358.789233150968,0.00013589192030328187,9,5,0.5555555555555556,425 423 430 405 407 444 493 477 467,3.7079355563574666e-13,packing_seed_162389
gnn,0.3017291728017201,50,44,11,14,0.28,0,0.5598095986858321,11,5,0.4026269337897841,0.21114543385278106,0.6974231233738588,0.785738121932021,4408.954221896748,0.00022681115513369888,8,6,0.75,410 419 428 417 444 493 477 375,4.957935695115177e-13,packing_seed_162389
random_near_mean,0.2215418781066376,50,19,32,5,0.1,0,0.20059716242358755,3,5,0.3032389128343547,0.04008800999404555,0.39619499675983966,0.5192831011326429,11206.782987525767,8.923167345286303e-05,8,2,0.25,405 383 425 421 498 446 430 496,4.73525859905066e-12,packing_seed_171401
degree,0.22757247135011,50,39,19,16,0.32,0,0.5315138043587815,0,0,0.3878997494281271,0.09399329520547445,0.532560646834857,0.619190054633325,9694.960713935632,0.00010314636949096557,9,5,0.5555555555555556,265 407 384 403 481 429 109 430 496,1.7084723719565264e-13,packing_seed_171401
heat_path,0.24550730760065698,50,23,29,5,0.1,0,0.44758893158229934,0,0,0.439547175654367,0.09953166694866594,0.7431704681903427,0.804841090712505,7874.158340603437,0.00012699770016605545,9,5,0.5555555555555556,427 386 420 469 462 493 480 447 475,1.4211610197978415e-12,packing_seed_171401
swap_optimized,0.33738168415592656,50,59,5,27,0.54,2,1.0140718805967268,7,4,0.5026000641013338,0.3807141495891882,0.6804841821222838,0.7729148671971473,1611.6733918192153,0.0006204731089288667,8,8,1.0,392 386 420 469 467 480 443 492,5.300406786834215e-13,packing_seed_171401
mlp,0.25353663955704625,50,21,31,5,0.1,0,0.44758893158229934,1,4,0.4363108826667009,0.09480138511732875,0.7413852970246575,0.8056797189559894,6554.279655225215,0.00015257206780958424,9,6,0.6666666666666666,427 386 420 469 462 493 480 447 475,1.597500252315884e-12,packing_seed_171401
gnn,0.29294471075993384,50,51,11,18,0.36,0,0.7884685803641575,5,2,0.4512133280790898,0.2651182168773077,0.7220219971246041,0.8059596161712435,4508.02569825505,0.00022182659703716336,8,6,0.75,392 386 420 469 467 480 447 475,4.295637905662052e-14,packing_seed_171401
random_near_mean,0.22100009413323632,50,10,40,3,0.06,0,0.22815239707057877,4,3,0.2905331607796092,0.03291655011142112,0.45773702659764204,0.6546243756034607,9289.043262955025,0.00010765371327185321,8,3,0.375,427 408 424 442 460 499 434 437,2.0199814902103414e-12,packing_seed_180413
degree,0.22297236664155223,50,24,28,9,0.18,0,0.4564593333142122,0,0,0.3832153443592199,0.0650715404286166,0.5975611085894735,0.7059441881841889,10374.161799817408,9.639332982232846e-05,8,2,0.25,427 408 424 442 447 467 435 491,5.52726204227046e-13,packing_seed_180413
heat_path,0.23643944241431497,50,28,24,8,0.16,0,0.4075766190721248,0,0,0.4443829091939697,0.09133994149956554,0.5549694820251496,0.6944221794544783,5384.8753841786065,0.00018570531881538372,8,5,0.625,427 408 424 442 447 472 492 488,1.0047791936139675e-13,packing_seed_180413
swap_optimized,0.34443469617007993,50,63,5,28,0.56,2,1.0127928911140653,6,5,0.5117060792505335,0.38209016764388404,0.6922412086408604,0.774218437068443,1386.313839956557,0.0007213373849252901,8,8,1.0,427 408 399 455 489 466 492 488,1.599502268203373e-12,packing_seed_180413
mlp,0.27410412982015864,50,23,28,5,0.1,0,0.38114088536092394,8,9,0.43004624277890946,0.11789726380382563,0.6228443995371497,0.7430939443199679,4488.309827616232,0.00022280101829135667,8,6,0.75,412 408 424 442 447 472 492 488,4.401498781535167e-12,packing_seed_180413
gnn,0.2929698386881824,50,54,12,17,0.34,0,0.6111086165945856,8,8,0.41351872402953443,0.22014909725239643,0.6638029041599042,0.7656122088896733,4471.701506365947,0.00022362852229210572,8,6,0.75,427 408 424 442 447 472 492 488,3.7781036169400445e-12,packing_seed_180413
random_near_mean,0.22457069591628126,50,16,35,4,0.08,0,0.23277307658648533,5,1,nan,nan,0.42139657752251614,0.5913874366654925,9434.044493725203,0.00010599907607655684,8,3,0.375,402 400 163 454 432 492 468 498,3.277048922364712e-12,packing_seed_189431
degree,0.22270451194654345,50,31,23,9,0.18,0,0.3944429974546086,0,0,nan,nan,0.4395382390773732,0.574946034615448,9700.216065750039,0.00010309048718315102,8,3,0.375,402 404 407 454 456 443 496 333,2.3108634656826865e-13,packing_seed_189431
heat_path,0.23910112226389213,50,31,24,7,0.14,0,0.3648957982944459,0,0,nan,nan,0.6383291952401821,0.7279063257749413,8370.742621031368,0.00011946371370773182,8,4,0.5,402 400 163 454 456 443 496 333,5.144975879701826e-14,packing_seed_189431
swap_optimized,0.3489244871080437,50,55,4,23,0.46,2,1.011390298419348,5,6,nan,nan,0.7212080829108599,0.8014263243290923,1431.1712121146338,0.0006987284201464934,8,8,1.0,402 400 163 454 432 492 468 498,2.3149308793734148e-12,packing_seed_189431
mlp,0.2580622352789781,50,26,28,7,0.14,0,0.33786778904890163,4,7,nan,nan,0.6285113958145092,0.7506955625326438,7581.160039949811,0.00013190593454436825,7,3,0.42857142857142855,402 404 407 432 492 468 498,1.4038446051529473e-13,packing_seed_189431
gnn,0.2976707672262578,50,57,10,14,0.28,0,0.872575290185554,8,4,nan,nan,0.6646991938002377,0.8243089756482246,2865.461763324979,0.00034898389250870196,8,7,0.875,402 400 163 454 432 492 468 498,2.512765781515924e-12,packing_seed_189431
random_near_mean,0.23057605607788237,50,16,35,7,0.14,0,0.3799351610848844,1,4,0.30911267963557487,0.04224886279959641,0.5418327244113899,0.6878707076076198,10776.26238159651,9.279655269973571e-05,8,2,0.25,411 409 433 414 481 477 474 464,2.834019387749819e-13,packing_seed_198439
degree,0.23287297211665312,50,35,22,14,0.28,0,0.4680777199812958,0,0,0.375366702256748,0.0840906150189455,0.5134702493790188,0.6531371599285373,9815.49147436205,0.00010187976858947801,9,5,0.5555555555555556,276 271 273 315 268 348 467 460 483,2.9428560373362546e-12,packing_seed_198439
heat_path,0.24433592562059028,50,28,30,8,0.16,0,0.3668215859673107,0,0,0.4189827946081736,0.08855997454079485,0.6529600334327592,0.7642040947032855,7562.697299504017,0.000132227955238349,8,4,0.5,402 417 389 441 479 334 458 472,7.425096694385829e-14,packing_seed_198439
swap_optimized,0.35313995958782074,50,59,5,26,0.52,2,1.014861638200954,5,7,0.5062008354566546,0.3678964470199054,0.6829126476421945,0.8047063202856294,1434.864691834695,0.0006969298259903144,8,8,1.0,402 417 389 424 492 475 456 482,3.3798117098223393e-12,packing_seed_198439
mlp,0.2629063146938195,50,14,38,3,0.06,0,0.24317616206292864,8,12,0.3854507332528015,0.044941880781539996,0.6015546926966697,0.8212136390885384,8808.106127504872,0.00011353178373695144,9,5,0.5555555555555556,402 417 389 425 324 372 327 358 360,1.3150895503662206e-12,packing_seed_198439
gnn,0.3267722074345969,50,52,15,25,0.5,1,1.013874482635511,6,11,0.4540593912697153,0.28304545897425737,0.6521863138961754,0.8129399696811836,1887.457312586051,0.0005298133066807618,9,9,1.0,263 321 281 257 261 367 364 325 370,3.1268702012141615e-12,packing_seed_198439
random_near_mean,0.23739214725413277,50,15,36,6,0.12,0,0.22501931616196313,6,4,0.28334127182939917,0.026693769369882388,0.4190283841042772,0.5633120037868604,8590.44860894145,0.00011640835601520747,8,4,0.5,406 443 420 450 470 475 489 486,1.8308199221731975e-12,packing_seed_207457
degree,0.23876309547740596,50,45,15,17,0.34,0,0.5424890496773749,0,0,0.3628375984540818,0.10909977382583441,0.4985555810653948,0.5773002913395868,8688.748101135941,0.00011509137891444488,11,8,0.7272727272727273,142 196 431 452 219 125 130 128 101 106 236,1.9072815076474014e-13,packing_seed_207457
heat_path,0.2507630067781787,50,20,31,4,0.08,0,0.3689480537186791,0,0,0.4263540917199397,0.06692928157666009,0.6798966212715092,0.758333072631764,7111.188763516421,0.00014062346441012045,8,4,0.5,416 411 438 433 465 485 463 466,6.165886956457293e-14,packing_seed_207457
swap_optimized,0.3508911358444097,50,56,5,43,0.86,1,1.0177235995084446,4,9,0.4893256957207638,0.35470467980298004,0.6480041315722656,0.7634699382106911,1747.3401030301948,0.0005722984313504991,9,9,1.0,416 411 438 403 465 449 254 207 227,4.597801547495002e-13,packing_seed_207457
mlp,0.2781874230887165,50,15,36,4,0.08,0,0.30965739307170675,10,9,0.38814044027147837,0.06536522933950316,0.6389197724779233,0.7539602864088096,8097.648629161063,0.0001234926391346277,9,5,0.5555555555555556,290 300 411 438 433 465 485 463 466,4.23790278118349e-12,packing_seed_207457
gnn,0.29984365182021433,50,37,18,12,0.24,0,0.3361449502923482,9,12,0.37976713857311933,0.16093110568069494,0.6546146871183579,0.8092640014607567,6550.527391988317,0.000152659463911724,9,6,0.6666666666666666,416 411 438 433 465 485 476 488 496,3.581772803390607e-12,packing_seed_207457
random_near_mean,0.22926080394192078,50,15,35,7,0.14,0,0.2742336401250238,3,3,0.29687276350867675,0.038833979346153555,0.4956394322807021,0.694532953215291,10770.243623983215,9.284841039001166e-05,10,5,0.5,426 392 413 418 496 439 454 179 210 200,1.9887949741602433e-13,packing_seed_216481
degree,0.23411424476067477,50,38,16,22,0.44,0,0.6737189136791465,0,0,0.37152695891461046,0.10782448688126813,0.5222204916513659,0.6476219525207074,8402.147479675437,0.00011901719202370255,15,12,0.8,126 128 123 152 172 236 87 90 105 103 96 491 347 438 458,1.5598598519662207e-12,packing_seed_216481
heat_path,0.24775793300558643,50,20,30,5,0.1,0,0.5941673247735298,0,0,0.44088198337851314,0.08775041274763559,0.6271403223368602,0.7857096729146604,5589.627515292513,0.00017890279759503235,7,4,0.5714285714285714,427 411 432 496 462 437 485,1.7308758330492798e-12,packing_seed_216481
swap_optimized,0.34494269313755677,50,74,5,45,0.9,1,1.0191903399510072,4,7,0.5126199543846319,0.3930215381544852,0.5989064044650902,0.7127187527927044,1818.5163358323514,0.0005498988270249939,9,9,1.0,427 411 432 496 462 437 245 113 373,1.879669709561635e-13,packing_seed_216481
mlp,0.28450667330036283,50,16,34,4,0.08,0,0.33962884229953694,11,10,0.4011524860626089,0.10682670780240221,0.7205708487258413,0.8830867870881904,5958.66218871726,0.00016782290526445723,7,4,0.5714285714285714,427 411 432 496 462 437 485,3.839516091119376e-12,packing_seed_216481
gnn,0.29883777269428813,50,44,16,12,0.24,0,0.33962884229953694,8,10,0.4208720329630359,0.1895186742716617,0.5572588054983776,0.775886578852801,4659.725963530674,0.00021460489475700844,8,6,0.75,427 411 432 496 462 461 484 182,7.364403575783613e-15,packing_seed_216481
random_near_mean,0.23185553058932834,50,17,35,5,0.1,0,0.31117126927395694,3,3,0.2991641989682667,0.045525248143412696,0.5604157624409387,0.6724297237367749,8098.292402729743,0.00012348282209011417,8,4,0.5,283 303 424 409 479 451 491 444,1.545606461071465e-12,packing_seed_225503
degree,0.23535496119252322,50,38,17,14,0.28,0,0.5837836921084821,0,0,0.37794763814184856,0.09630619013855217,0.5343846569363986,0.634242411950353,10847.042236997195,9.219103034274085e-05,10,5,0.5,149 179 427 172 140 242 223 449 483 438,2.659828861789506e-12,packing_seed_225503
heat_path,0.24396615350815767,50,24,28,6,0.12,0,0.3454112909868736,0,0,0.43130263175749134,0.06096328512772704,0.5390894359477733,0.6679360739466526,9760.32143727842,0.00010245564210422574,8,3,0.375,414 374 422 415 447 451 491 444,9.225469586823985e-13,packing_seed_225503
swap_optimized,0.35818308243356034,50,62,5,24,0.48,2,1.0179782344635142,6,6,0.5069571658258535,0.39631041209553475,0.6908187508471815,0.7594154738437973,1595.6053761380765,0.0006267213779514519,8,8,1.0,283 303 424 409 479 451 469 498,2.1107819315070097e-12,packing_seed_225503
mlp,0.26194271974255856,50,16,35,4,0.08,0,0.21519074255357312,7,8,0.40279368091890083,0.042385783053915715,0.5109862729754415,0.6846770584594667,10217.406085493878,9.787219883721232e-05,8,3,0.375,414 374 422 415 447 451 491 444,6.204326143140689e-13,packing_seed_225503
gnn,0.28948991697505616,50,40,17,10,0.2,0,0.4633890238304318,9,8,0.4014980630602958,0.16775436256467469,0.6636977358123957,0.770488885750833,6917.54480118728,0.00014455996003500646,9,6,0.6666666666666666,149 179 427 172 202 492 486 469 498,2.7974168517296353e-12,packing_seed_225503
random_near_mean,0.21931236822422778,50,15,36,4,0.08,0,0.1983553424255421,4,5,0.29736091803490566,0.032423605075037394,0.3938434202422565,0.5941886434865796,9406.461434485669,0.00010630990271578979,8,2,0.25,418 407 409 417 490 495 465 454,1.1165676271677934e-12,packing_seed_234529
degree,0.2205959479452762,50,44,17,12,0.24,0,0.5488957800762897,0,0,0.3717946043411808,0.09754205986573326,0.4604445798348172,0.5658804446006682,9099.341039671917,0.00010989806796339789,10,6,0.6,416 424 423 405 442 232 229 239 242 492,4.752877739998116e-13,packing_seed_234529
heat_path,0.23379285319374993,50,19,31,7,0.14,0,0.3763417577137078,0,0,0.4359064194888254,0.06983913743816735,0.6493944893618788,0.7516298263971762,6542.260100473019,0.00015285237588271642,8,4,0.5,418 407 409 417 490 495 465 468,8.639718643193547e-13,packing_seed_234529
swap_optimized,0.3364391955679033,50,62,4,31,0.62,1,1.0177694592515802,5,4,0.5147264925588584,0.39392656787646807,0.6255712846614224,0.7220816001708963,1627.125184387296,0.0006145808629816987,8,8,1.0,189 174 385 386 439 453 451 434,3.5801237385518664e-12,packing_seed_234529
mlp,0.25128842475584395,50,16,35,7,0.14,0,0.3763417577137078,12,2,0.4108459125059504,0.06055427542575512,0.5999679645545548,0.7445873013517696,8146.025710666165,0.00012275924917480062,8,3,0.375,418 407 409 417 490 495 465 468,1.0094055219352733e-12,packing_seed_234529
gnn,0.2910421003390246,50,48,11,15,0.3,0,0.6297181258441704,10,4,0.43942626302128773,0.24168097172614902,0.6645285421264183,0.7950909137717788,4382.962978112113,0.0002281561594277333,8,6,0.75,418 407 409 486 477 493 432 447,1.931519893862642e-12,packing_seed_234529
random_near_mean,0.22896147031022154,50,10,40,4,0.08,0,0.34244886842679817,5,4,0.29651851877917773,0.02001445487838246,0.3600293037742231,0.5545197110945349,10298.207331895988,9.710427919845457e-05,9,4,0.4444444444444444,414 438 428 437 440 481 482 469 474,5.163332417660999e-13,packing_seed_243551
degree,0.2261792056513679,50,34,22,7,0.14,0,0.19957282976709173,0,0,0.36332995564690856,0.05994550552027383,0.4320275585339821,0.5786028486936539,9662.265716943262,0.00010349539427863699,8,4,0.5,131 134 416 423 477 447 460 453,4.139064322828341e-13,packing_seed_243551
heat_path,0.24514916552282606,50,27,24,6,0.12,0,0.29236909417179285,0,0,0.43962151649333764,0.0971262863826074,0.5875164265218211,0.6854814570629391,7553.224695371939,0.00013239378415588862,8,4,0.5,401 377 262 291 445 480 485 474,1.5151963397691258e-12,packing_seed_243551
swap_optimized,0.34685907086762024,50,59,6,17,0.34,2,1.0149021640298763,5,4,0.5142413837830614,0.3750871660069092,0.6902333987987339,0.7704105551161653,1600.9523004108712,0.0006246282289255953,9,9,1.0,167 168 163 387 425 445 480 485 474,1.2139775412888798e-12,packing_seed_243551
mlp,0.26573466147940317,50,27,26,5,0.1,0,0.2566311316319804,8,2,0.4223800248944938,0.10486273004238779,0.5776879925385702,0.7345488183989362,7553.224695371939,0.00013239378415588862,8,4,0.5,401 377 262 291 445 480 485 474,2.5291350459083344e-12,packing_seed_243551
gnn,0.311780125137083,50,47,14,8,0.16,0,0.3881128470511095,9,4,0.4461781077050731,0.24297465215393735,0.6483353156383074,0.7892235165087005,2852.9858557940806,0.0003505099746530874,8,7,0.875,401 377 262 291 445 480 485 474,7.474980923609062e-13,packing_seed_243551
random_near_mean,0.23143693959994735,50,17,34,6,0.12,0,0.20435024094172002,7,3,0.28155861729580267,0.026660371529218456,0.26234496108423266,0.4514014060803723,10746.59181825611,9.305275727521525e-05,8,2,0.25,442 408 419 430 467 481 475 486,2.4962662869222944e-12,packing_seed_252563
degree,0.22866615646146293,50,35,21,7,0.14,0,0.43929134140615067,0,0,0.3538628699485023,0.06626499071629445,0.5058454595676952,0.6109335381296811,10485.000570568911,9.537433911133688e-05,9,3,0.3333333333333333,391 414 424 425 430 467 481 475 486,1.0642304481231315e-12,packing_seed_252563
heat_path,0.24040611573360787,50,20,33,5,0.1,0,0.31990874955152965,0,0,0.4287228547271715,0.058685281008681464,0.6188176483881114,0.684351295186662,8466.122044518075,0.00011811783420338395,9,4,0.4444444444444444,404 444 438 440 492 479 454 473 490,3.706338513244017e-13,packing_seed_252563
swap_optimized,0.33872502112246455,50,57,6,29,0.58,2,1.0176072353570387,6,5,0.4894624987921747,0.3572603143746106,0.6420418537981177,0.7636266215182896,1496.6504809799899,0.000668158673456752,8,8,1.0,189 193 431 143 492 487 476 500,8.829519196408266e-13,packing_seed_252563
mlp,0.26727861306893946,50,14,37,5,0.1,0,0.29846616430374595,12,7,0.3908502725740122,0.04946128690543307,0.6663686002151227,0.7273477296576234,7484.106047840653,0.0001336164925520429,9,5,0.5555555555555556,404 444 438 440 492 479 454 473 490,2.4589988773134126e-12,packing_seed_252563
gnn,0.3066043225737329,50,43,17,15,0.3,0,0.7134306477145832,9,7,0.421960106618868,0.21254361226362065,0.6913415605225841,0.791953334810265,5218.314870496749,0.00019163274444280643,9,7,0.7777777777777778,391 414 424 394 496 329 377 475 486,1.1399909187070747e-12,packing_seed_252563
random_near_mean,0.20896784549791222,50,17,33,4,0.08,0,0.16284716090629298,2,7,0.29414353989442077,0.02727906251185424,0.38736634255477553,0.5151703287082244,9867.515589340454,0.00010134263188601055,8,3,0.375,430 423 405 454 468 492 438 455,4.51426803130345e-12,packing_seed_261581
degree,0.21566887444275928,50,37,20,8,0.16,0,0.3902167094275078,0,1,0.38406477350930723,0.10836614755652582,0.5604321824972957,0.6335242932977931,8020.057371098183,0.00012468738735008208,10,7,0.7,3 172 126 176 184 208 500 462 438 455,1.007483912291079e-12,packing_seed_261581
heat_path,0.22217858279744032,50,22,30,9,0.18,0,0.36584637404776793,0,0,0.42649492644084297,0.07514871062570802,0.6015529804590964,0.6830419085032321,8512.186876679916,0.00011747862382340446,9,5,0.5555555555555556,412 407 393 372 466 474 483 460 479,1.376719996782757e-12,packing_seed_261581
swap_optimized,0.3125722536613636,50,62,3,42,0.84,1,1.013173856916577,5,4,0.5159466742277955,0.38321803999487863,0.6411774890625427,0.7340249108842043,1728.1115593998004,0.0005786663450982963,8,8,1.0,413 374 395 386 491 497 460 479,2.5130276977020274e-12,packing_seed_261581
mlp,0.23680620933389757,50,15,35,5,0.1,0,0.36584637404776793,9,6,0.396825917973564,0.05376193762314395,0.57388714163216,0.6912623511455643,8436.788013963685,0.00011852852037350056,8,4,0.5,414 403 385 454 468 462 438 455,1.2692796274814e-12,packing_seed_261581
gnn,0.259070676054318,50,46,16,10,0.2,0,0.47795691598662926,8,6,0.41908620570339467,0.17705470970632675,0.5799245703437345,0.707136522363947,7061.44235984423,0.0001416141276868058,9,6,0.6666666666666666,264 273 257 391 409 450 458 460 479,1.4940014138372713e-12,packing_seed_261581
random_near_mean,0.21712877205295503,50,10,40,4,0.08,0,0.32815307981904324,3,7,0.3006949654909417,0.017573098475078257,0.43325763683334484,0.6871081462028242,11854.089765269367,8.435907098745311e-05,9,3,0.3333333333333333,151 390 385 398 468 460 440 491 437,1.5697410890704676e-13,packing_seed_270593
degree,0.22125778756632533,50,29,25,7,0.14,0,0.434319434198133,0,0,0.38753074551128897,0.08449841333745613,0.5239800018603046,0.6970741031390026,9914.329132204173,0.00010086411159699699,9,4,0.4444444444444444,402 397 428 404 432 482 474 465 457,4.0487749059477923e-13,packing_seed_270593
heat_path,0.2320367419555039,50,23,30,8,0.16,0,0.554473377234646,0,0,0.44688630491581227,0.07695397021037464,0.5821139779746656,0.7295855155217245,8785.493074679864,0.00011382400412812792,10,6,0.6,141 161 148 187 241 206 199 436 465 457,6.785094620500643e-13,packing_seed_270593
swap_optimized,0.3306428045713576,50,65,2,34,0.68,2,1.0147310405935208,7,3,0.5146870712224292,0.39623610186576885,0.6025993410109035,0.7265328485131337,1497.5683312618464,0.0006677491631766834,8,8,1.0,173 275 405 403 470 438 467 472,1.6151918687311869e-12,packing_seed_270593
mlp,0.26214233693136246,50,29,27,9,0.18,0,0.5387224189941663,7,6,0.42997697378442756,0.11969609471170026,0.5767178457497214,0.7432767642422435,6911.4725987979855,0.00014468696586801428,9,6,0.6666666666666666,406 431 391 401 468 460 440 491 489,5.788447511123292e-13,packing_seed_270593
gnn,0.28221873472039916,50,55,14,15,0.3,0,0.6588763620306792,8,5,0.43887453246551633,0.2046481860878466,0.6281216195564346,0.7735611305230331,5922.201097383885,0.00016885613702677998,10,8,0.8,141 161 148 187 241 206 199 436 465 457,5.306687847605012e-13,packing_seed_270593
