atom_id_i,atom_id_j,high_endpoint_count,conductance_W_K,signed_heat_rate_i_to_j_W,absolute_heat_rate_W,vertical_alignment
58,385,0,0.00013309334369515614,-1.0695114842521982e-05,1.0695114842521982e-05,0.722609780731302
58,455,0,0.0001123590450016485,2.0218626425702445e-06,2.0218626425702445e-06,0.27160751899763586
59,393,0,0.0001691600685120629,1.0703779773538253e-05,1.0703779773538253e-05,0.38720167238697084
59,407,1,0.0003422158896929568,1.9776086896797448e-05,1.9776086896797448e-05,0.2158879852822854
59,418,0,0.00018224636825487785,-2.0468381307662973e-05,2.0468381307662973e-05,0.8391390066508815
59,449,0,0.00019577403493182136,-1.001148536260026e-05,1.001148536260026e-05,0.43296057008341976
60,326,0,0.00017808214061896066,1.9690304069178134e-05,1.9690304069178134e-05,0.6754763518610949
60,368,1,0.00029315160738088833,-4.207428771771743e-06,4.207428771771743e-06,0.16474459797998076
61,155,0,0.00016628711359736444,1.1279393389280437e-05,1.1279393389280437e-05,0.2931509025881579
61,156,0,0.00016282495619934166,6.586731716787447e-06,6.586731716787447e-06,0.3433130136149592
61,283,0,9.085480710384069e-05,5.6232062989285925e-06,5.6232062989285925e-06,0.31417788197281876
61,367,0,0.00013559184660546763,-6.868093926310352e-06,6.868093926310352e-06,0.7304780248789675
61,428,0,0.00017860432668773013,-1.6621237478695605e-05,1.6621237478695605e-05,0.6708670144258262
62,177,0,0.00014892794117081054,5.309236168285158e-06,5.309236168285158e-06,0.31473617263653486
62,202,0,0.00024308687862164847,-6.633726380643155e-06,6.633726380643155e-06,0.34935354600633217
62,420,0,0.0002119178035398388,1.6570742957048214e-05,1.6570742957048214e-05,0.6197373392097839
62,422,0,0.00020835828308069808,-1.5246252744664583e-05,1.5246252744664583e-05,0.5708338219863885
63,154,1,0.00045613030525943303,2.190599626949745e-05,2.190599626949745e-05,0.6932298428515381
63,326,0,0.00021255098350299046,1.615966799308173e-05,1.615966799308173e-05,0.7804279593536824
63,413,0,0.00029835550560092033,1.8159247526014046e-05,1.8159247526014046e-05,0.5627371191980877
64,93,0,0.0002164743129835205,4.9159905991705e-06,4.9159905991705e-06,0.011519690086694689
64,106,0,7.369595275240329e-05,1.588786645895045e-05,1.588786645895045e-05,0.8234429273209837
64,260,0,0.00014924523550380298,1.4714122038802153e-05,1.4714122038802153e-05,0.7937388482645743
64,311,0,0.00023957089269647166,-6.863900595231604e-06,6.863900595231604e-06,0.5522869572144542
64,338,1,0.00034427844692980913,-1.1270803506781693e-05,1.1270803506781693e-05,0.24841280302033183
64,405,1,0.0002833399082360882,-1.7383274994895043e-05,1.7383274994895043e-05,0.9344255128149405
65,211,0,0.00012523476203198794,4.258206340697535e-06,4.258206340697535e-06,0.04374915316683484
65,407,1,0.0003127193045729925,-1.4043059049577075e-05,1.4043059049577075e-05,0.5787729839187286
65,477,0,0.00017072132719117374,1.8799234147847176e-05,1.8799234147847176e-05,0.6763829498033466
65,497,0,0.00025739898875566544,-2.9053513897077762e-05,2.9053513897077762e-05,0.8933436582521863
66,78,0,9.808104865652553e-05,-5.349817163614755e-06,5.349817163614755e-06,0.44367914760795923
66,200,0,8.051670754479874e-05,-4.832777166037687e-06,4.832777166037687e-06,0.23121690621401042
66,305,0,9.252945501498533e-05,-4.221440117304518e-06,4.221440117304518e-06,0.21780639064623705
66,473,0,0.0001087433883838454,1.440403444696841e-05,1.440403444696841e-05,0.8721255257996904
67,180,0,0.0002530087036072609,-2.6873505422846145e-05,2.6873505422846145e-05,0.9946612510993919
67,251,0,0.00025428291466757165,3.2624814652427234e-05,3.2624814652427234e-05,0.8978960906356896
67,340,0,0.0001909815283838615,-5.751309229576749e-06,5.751309229576749e-06,0.23881999027963957
68,211,0,2.414716753794879e-05,3.5792307446514904e-06,3.5792307446514904e-06,0.6948030300911721
68,492,0,2.4223323616498387e-05,-2.8989812744801357e-06,2.8989812744801357e-06,0.9409789468359064
69,107,0,0.000100631516258557,-1.2064815300593937e-06,1.2064815300593937e-06,0.34668097999444175
69,271,0,0.00017753848062681426,-1.7966893066120723e-05,1.7966893066120723e-05,0.8432205054292737
69,347,0,0.00015441510936973322,1.2312024033722517e-05,1.2312024033722517e-05,0.5704205439962899
69,422,0,0.0001866530460199588,6.8613505623836925e-06,6.8613505623836925e-06,0.3928490499357026
70,189,0,0.00015606823321307703,8.453903237691913e-06,8.453903237691913e-06,0.731085888475581
70,227,0,0.0002501892254044687,-3.203073454050142e-06,3.203073454050142e-06,0.034982478394976126
70,384,1,0.0003976053011097237,-2.0578797577609397e-05,2.0578797577609397e-05,0.07176448733217793
70,445,1,0.00035388434104149393,1.8990597942896344e-05,1.8990597942896344e-05,0.28408453749059653
70,489,0,3.553947763839113e-05,-3.662630149034569e-06,3.662630149034569e-06,0.9042983232427917
71,121,0,7.54763868796878e-05,-8.162661237411682e-07,8.162661237411682e-07,0.35729673305124937
71,301,0,6.69740597208958e-05,3.91275493613702e-06,3.91275493613702e-06,0.34361505843128853
71,322,0,7.218756411165434e-05,-1.294405076239131e-06,1.294405076239131e-06,0.2359537060361774
71,393,0,6.66584359201543e-05,-1.8020837361643663e-06,1.8020837361643663e-06,0.46040191974818845
72,146,1,0.0002588982447560038,-1.4613906941147792e-05,1.4613906941147792e-05,0.3608409587180409
72,201,1,0.0003258645654328303,-2.7027453984525482e-06,2.7027453984525482e-06,0.035998943218049285
72,297,1,0.00034773736576761914,1.7316652339592858e-05,1.7316652339592858e-05,0.552188236224095
73,250,0,0.00013543010206382473,1.9409436364332692e-05,1.9409436364332692e-05,0.7597336351178309
73,288,0,0.00013596323722045645,4.5927232784518294e-06,4.5927232784518294e-06,0.23973176631855544
73,478,0,0.0001523181443379749,-1.4963742426140958e-05,1.4963742426140958e-05,0.644207550999112
73,480,0,9.925173039269733e-05,-9.038417216656748e-06,9.038417216656748e-06,0.3205330436031178
74,200,0,0.00010187155258010083,-5.6868370714736335e-06,5.6868370714736335e-06,0.19453870561204473
74,281,0,0.00011954132460302514,-4.469689034229239e-06,4.469689034229239e-06,0.24992363536780873
74,401,0,0.00022512615522047905,-4.655115713711134e-06,4.655115713711134e-06,0.1144153597335098
74,468,0,0.0002211176970225751,1.4811641819400269e-05,1.4811641819400269e-05,0.6602328405318683
75,238,0,0.00014096028236353005,9.448780811808091e-06,9.448780811808091e-06,0.7249196309898179
75,248,0,0.00015246678905359295,-2.904779504414133e-07,2.904779504414133e-07,0.07229800722964651
76,102,0,0.00017075902129551687,-1.6009332282374945e-06,1.6009332282374945e-06,0.06735284239461846
76,187,0,0.0001631827253728512,-1.8728924050599864e-06,1.8728924050599864e-06,0.09406075125146034
