atom_id,atom_type,x_m,y_m,z_m,radius_m,high_conductivity,temperature_K,contact_degree,absolute_heat_throughput_W,hot_wall_link,cold_wall_link,on_minimum_resistance_path
267,2,0.0102484,0.00405377,0.00280051,0.001,0,300.82355117505136,4,3.8217681732968726e-05,0,0,0
268,2,0.0127241,0.0126985,0.00758516,0.001,0,300.5398946881528,6,5.380949378999324e-05,0,0,0
269,2,0.0131443,0.012018,0.0144795,0.001,0,300.05969844995366,3,3.9394731567485636e-05,0,1,0
270,2,0.00921945,0.0119421,0.00641884,0.001,0,300.58538804217625,8,0.00010085941173618019,0,0,0
271,2,0.00757315,0.0141395,0.00982918,0.001,0,300.37488347568944,3,3.859322602725785e-05,0,0,0
272,2,0.00857401,0.0138082,0.00644255,0.001,0,300.57931199822303,5,3.9034379956720064e-05,0,0,0
273,2,0.00581911,0.00172426,0.0144566,0.001,0,300.06400388706203,6,5.5294243075699464e-05,0,1,0
274,2,0.00878013,0.0126694,0.0120224,0.001,0,300.2092419308941,3,2.2675635863945186e-05,0,0,0
275,2,0.0151819,0.00983466,0.00397306,0.001,0,300.71343681115206,2,9.10060341851589e-10,0,0,0
276,2,0.0121463,0.00672581,0.0027741,0.001,0,300.83241530337045,3,1.8273305292428564e-05,0,0,0
277,2,0.00930259,0.0112453,0.0144407,0.001,0,300.06450953471295,4,3.438345517692644e-05,0,1,0
278,2,0.00785891,0.00232456,0.00962299,0.001,0,300.3537836916375,7,8.326136625299077e-05,0,0,0
279,2,0.0127724,0.00169191,0.00554587,0.001,0,300.6591155360429,5,6.641374042078442e-05,0,0,0
280,2,0.0144691,0.0152824,0.00250948,0.001,1,300.86745354978285,4,0.000958808880246641,0,0,0
281,2,0.00458878,0.0127323,0.000889927,0.001,1,300.98051126397286,7,0.000129316538311843,1,0,0
282,2,0.00357887,0.0134538,0.0101713,0.001,0,300.371486719004,6,6.929991029036231e-05,0,0,0
283,2,0.0112303,0.00798569,0.00783697,0.001,0,300.4855018012735,8,9.609383976121185e-05,0,0,0
284,2,0.0082099,0.000870013,0.0144201,0.001,0,300.0627614435054,5,4.726730341774177e-05,0,1,0
285,2,0.0143522,0.0101641,0.0143856,0.001,0,300.07643343442123,2,1.8700735534984916e-05,0,1,0
286,2,0.00714818,0.00220529,0.00322679,0.001,0,300.74967938143425,5,5.565642584365449e-05,0,0,0
287,2,0.00915807,0.00328766,0.000934924,0.001,0,300.94827451085325,4,2.639034253505709e-05,1,0,0
288,2,0.00413295,0.0147811,0.00445143,0.001,0,300.74403291556433,5,8.395466769383099e-05,0,0,0
289,2,0.00521796,0.00515041,0.0138533,0.001,0,300.104465961895,6,5.517749290691269e-05,0,0,0
290,2,0.0145644,0.000729407,0.00675731,0.001,0,300.59621593099286,7,6.0673652754100175e-05,0,0,0
291,2,0.0149452,0.00631236,0.0144022,0.001,0,300.0392288876158,2,1.7779996941803755e-05,0,1,0
292,2,0.000518752,0.00218991,0.00672875,0.001,0,300.6283455568347,7,0.00011609383937486741,0,0,0
293,2,0.00239349,0.0136902,0.0136603,0.001,0,300.14979827788056,5,5.8087586361453595e-05,0,0,0
294,2,0.00258171,0.00802324,0.0144181,0.001,0,300.0569913853296,4,3.740885129471576e-05,0,1,0
295,2,0.0103888,0.0118671,0.00947094,0.001,0,300.4239765647167,5,5.747465272460383e-05,0,0,0
296,2,0.00383011,0.00460069,0.00716519,0.001,0,300.54618422430485,5,8.368602803561685e-05,0,0,0
297,2,0.00337851,0.0136074,0.012037,0.001,0,300.24283707435296,6,8.983414144569986e-05,0,0,0
298,2,0.0111879,0.00951807,0.00905958,0.001,0,300.4254456036077,6,8.107145656725309e-05,0,0,0
299,2,0.00756921,0.0122723,0.00560177,0.001,0,300.6403315701734,5,9.071501454152521e-05,0,0,0
300,2,0.00247022,0.003927,0.0083815,0.001,0,300.49294978029957,6,7.495072964004542e-05,0,0,0
301,2,0.00143209,0.00602887,0.00484575,0.001,0,300.69899837054675,7,9.49811533341607e-05,0,0,0
302,2,0.00492007,0.000441801,0.00580023,0.001,0,300.6312380711381,6,6.958485082050918e-05,0,0,0
303,2,0.00161236,0.00169672,0.00526334,0.001,1,300.7283713572936,7,0.0006951689907846138,0,0,0
304,2,0.00973482,0.00826854,0.00897179,0.001,0,300.4117472381108,5,6.603009855527438e-05,0,0,0
305,2,0.000941687,0.0129901,0.00100755,0.001,0,300.94862985948515,3,6.647210179223869e-06,0,0,0
306,2,0.00547909,0.00680481,0.011901,0.001,1,300.2201468529317,7,0.0003542072593351123,0,0,0
307,2,0.0126317,0.00700878,0.00871286,0.001,0,300.44466764744845,5,5.357890439664377e-05,0,0,0
308,2,0.00781705,0.00683899,0.0126454,0.001,0,300.1932070095079,4,4.982278538873838e-05,0,0,0
309,2,0.00872367,0.00391884,0.00886091,0.001,0,300.4310896320961,5,5.630437399841618e-05,0,0,0
310,2,0.00140595,0.0016411,0.0145374,0.001,1,300.03096137362394,4,0.0002533892238882295,0,1,0
311,2,0.00386171,0.00270794,0.00802837,0.001,0,300.5027505946031,6,7.227081972225153e-05,0,0,0
312,2,0.00501401,0.00925255,0.00568857,0.001,0,300.60856771742925,4,5.8772432093248686e-05,0,0,0
313,2,0.0124689,0.00812599,0.00436228,0.001,0,300.72681501600806,4,4.198217394474071e-05,0,0,0
314,2,0.0119348,0.00572724,0.0104921,0.001,0,300.3142219624593,5,5.987842747563846e-05,0,0,0
315,2,0.00697578,0.00371731,0.0106163,0.001,0,300.2804600143401,6,8.794196842251077e-05,0,0,0
316,2,0.0066188,0.0145815,0.00723761,0.001,0,300.5477394626625,7,9.327179156583409e-05,0,0,0
317,2,0.00562226,0.00477273,0.00132247,0.001,0,300.8632413640372,6,5.1318734853443896e-05,0,0,0
318,2,0.00596783,0.00536559,0.010693,0.001,0,300.268683011598,6,6.092644813187828e-05,0,0,0
319,2,0.00729414,0.00333063,0.0124551,0.001,0,300.1626649836418,6,5.4430871521165666e-05,0,0,0
320,2,0.00184032,0.0120793,0.0144747,0.001,0,300.0653243685371,3,4.2146213303692945e-05,0,1,0
321,2,0.00236701,0.0149398,0.00212329,0.001,0,300.8778952593879,5,9.408203907632575e-05,0,0,0
322,2,0.00269748,0.00373721,0.00383797,0.001,0,300.7619933162239,4,4.007497173863383e-05,0,0,0
323,2,0.0144285,0.00342394,0.0130015,0.001,0,300.13389905484024,4,5.455384289585895e-05,0,0,0
324,2,0.014394,0.0147198,0.00818975,0.001,1,300.5428559787853,8,0.0003316540193679005,0,0,0
325,2,0.0136472,0.006821,0.0130219,0.001,0,300.15401892949933,5,8.634819554799305e-05,0,0,0
326,2,0.0108772,0.0129161,0.00181871,0.001,0,300.8542771007343,7,7.79630018320966e-05,0,0,0
327,2,0.013759,0.0108389,0.00784852,0.001,0,300.51320152612334,5,4.2647911810773756e-05,0,0,0
328,2,0.002086,0.00987322,0.0108939,0.001,0,300.30093777371485,6,6.917535511194093e-05,0,0,0
329,2,0.0106617,0.0102324,0.00420182,0.001,0,300.7357313409042,5,5.4964097748285754e-05,0,0,0
330,2,0.00760515,0.0042274,0.00728987,0.001,0,300.52092443434856,4,6.617723892307215e-05,0,0,0
331,2,0.00951329,0.0100961,0.00974049,0.001,0,300.3600901679263,4,4.176605137976674e-05,0,0,0
332,2,0.0147426,0.012606,0.00667052,0.001,0,300.59872179628053,5,7.075195985436808e-05,0,0,0
333,2,0.000772106,0.00917672,0.000891831,0.001,1,300.9577561092258,4,0.00027787233727939807,1,0,0
334,2,0.0128459,0.00868162,0.0144002,0.001,0,300.055032394386,2,1.892521700549896e-05,0,1,0
335,2,0.0127752,0.0139847,0.00230137,0.001,0,300.85267334051514,2,1.4578854365491403e-05,0,0,0
336,2,0.00206314,0.0089518,0.00458818,0.001,0,300.7007524891007,7,9.505215420248238e-05,0,0,0
337,2,0.00863629,0.00430558,0.0144603,0.001,0,300.06496311771826,5,4.0943123573547856e-05,0,1,0
338,2,0.00139906,0.0022093,0.00850697,0.001,0,300.4460251735032,6,0.00014458952411424238,0,0,0
339,2,0.000519877,0.00761316,0.010058,0.001,1,300.3377793028438,6,0.0008410300917663681,0,0,1
340,2,0.0066216,0.0078737,0.00612172,0.001,0,300.54936080112964,6,0.0001309127158588808,0,0,0
341,2,0.00177003,0.0106641,0.00911158,0.001,0,300.42014779728754,7,8.613961029512037e-05,0,0,0
342,2,0.000885436,0.00966532,0.00602013,0.001,0,300.6576921933151,5,4.883072447012501e-05,0,0,0
343,2,0.0063218,0.0125101,0.00426012,0.001,0,300.7279833251998,7,0.00012799645654757677,0,0,0
344,2,0.00892088,0.00514356,0.00129141,0.001,0,300.9183890922273,6,6.600929025210486e-05,0,0,0
345,2,0.00625872,0.00230596,0.00867378,0.001,0,300.4422059067488,4,6.840305849404879e-05,0,0,0
346,2,0.0121634,0.0143626,0.00679055,0.001,1,300.5767526820013,8,0.0006057764806359125,0,0,0
347,2,0.00695371,0.0147786,0.0122093,0.001,0,300.2041935574764,7,5.7465127523153834e-05,0,0,0
348,2,8.43548e-05,0.00995715,0.00799865,0.001,0,300.50709123065144,5,3.670043640137113e-05,0,0,0
349,2,0.00462761,0.014216,0.00872348,0.001,0,300.444287084987,5,4.25680813511459e-05,0,0,0
350,2,0.015169,0.0101144,0.011814,0.001,0,300.236783965305,5,8.888308233534015e-05,0,0,0
351,2,0.00603778,0.00111112,0.00717034,0.001,0,300.5345528711432,7,7.812125173856815e-05,0,0,0
352,2,0.0141363,0.00826352,0.00175616,0.001,0,300.89337317184163,7,8.213372510513098e-05,0,0,0
353,2,0.0079913,0.00761103,0.0143987,0.001,0,300.0706864259564,4,3.568705095339562e-05,0,1,0
354,2,0.00452008,0.00844254,0.0144932,0.001,0,300.0893032233433,3,6.819532271238404e-05,0,1,0
355,2,0.0131778,0.00166347,0.000956286,0.001,0,300.9561258452696,4,2.0800737844121715e-05,1,0,0
356,2,0.0107403,0.0055451,0.00180551,0.001,0,300.893974720503,6,9.234543981589576e-05,0,0,0
357,2,0.00453691,0.00942341,0.00954167,0.001,0,300.34609830279186,6,5.8283563353721166e-05,0,0,0
358,2,0.00962222,0.0113023,0.00289497,0.001,0,300.8125362503124,6,3.3936116100056186e-05,0,0,0
359,2,0.0026326,0.00369939,0.0105278,0.001,0,300.26389129782535,6,9.198897251421558e-05,0,0,0
360,2,0.0120467,0.0108003,0.0126983,0.001,0,300.19891735048895,5,0.00011435205508735681,0,0,0
361,2,0.00874637,0.0122671,0.00818002,0.001,0,300.48452884739424,6,8.427138698925488e-05,0,0,0
362,2,0.00641682,0.0122244,0.00702925,0.001,0,300.53096455822475,6,9.005754338920673e-05,0,0,0
363,2,0.00552444,0.0108269,0.00453722,0.001,0,300.71545209124497,6,7.514204694410495e-05,0,0,0
364,2,0.0103754,0.006324,0.00347663,0.001,0,300.78203799137816,6,0.00011004901699976439,0,0,0
365,2,0.00576113,0.00496984,0.00514114,0.001,0,300.6564235928528,6,4.519513521867654e-05,0,0,0
366,2,0.00996983,0.00162457,0.00463433,0.001,0,300.69611930368933,6,8.604249016296888e-05,0,0,0
367,2,0.0106884,0.0107356,0.00604621,0.001,0,300.6047248447499,6,5.655396903975445e-05,0,0,0
368,2,0.0116912,0.0149773,0.00096492,0.001,0,300.9415858639218,5,3.5897423568510804e-05,1,0,0
369,2,0.00953084,0.00657841,0.0070626,0.001,0,300.5437312559992,6,9.998744882207018e-05,0,0,0
370,2,0.00291999,0.00322739,0.0144818,0.001,0,300.0530800872187,4,4.1225952655511666e-05,0,1,0
371,2,0.00616535,0.00772151,0.00208443,0.001,0,300.8305271017399,6,4.836116138856281e-05,0,0,0
372,2,0.00790977,0.0005545,0.00657309,0.001,0,300.5767368760795,4,2.0668108387163315e-05,0,0,0
373,2,0.00253931,0.00484977,0.0121283,0.001,0,300.20877959038944,6,4.7392061086831004e-05,0,0,0
374,2,0.00708603,0.00226918,0.00604545,0.001,0,300.6142364172171,8,9.888973320181737e-05,0,0,0
375,2,0.00723472,0.0109701,0.00343743,0.001,0,300.7726089082882,6,5.764939365672437e-05,0,0,0
376,2,0.00859229,0.00485768,0.00319335,0.001,0,300.7913061904868,6,7.001933102664702e-05,0,0,0
377,2,0.00109812,0.00349856,0.0116007,0.001,1,300.2166293758601,5,0.0006861568901196689,0,0,0
378,2,0.00572299,0.00380241,0.00301698,0.001,0,300.7650640794755,3,2.9368822148286954e-05,0,0,0
379,2,0.0151635,0.00648948,0.0120217,0.001,0,300.23709282821255,5,8.422029445948974e-05,0,0,0
380,2,0.00368541,0.00648051,0.0125803,0.001,0,300.19182222967487,6,9.510452459487258e-05,0,0,0
381,2,0.0034757,0.0142895,0.000851078,0.001,0,300.9558042640515,4,5.4812764050650754e-05,1,0,0
382,2,0.0131829,0.00249219,0.0143918,0.001,0,300.04612396684564,4,1.967727065083193e-05,0,1,0
383,2,0.00318155,0.0014035,0.0139873,0.001,0,300.08217644337174,6,8.957477976830711e-05,0,0,0
384,2,0.00906508,0.00223346,0.00795407,0.001,0,300.51714532049397,5,5.123072955491165e-05,0,0,0
385,2,0.000803853,0.00855083,0.0115832,0.001,1,300.2375707054458,8,0.0008381497396565097,0,0,1
386,2,0.00248374,0.0151863,0.00540234,0.001,0,300.6623005168346,5,5.483756836898747e-05,0,0,0
387,2,0.0097276,0.00238535,0.00987972,0.001,0,300.3266885308516,6,8.474249767422123e-05,0,0,0
388,2,0.0115477,0.00659241,0.00495397,0.001,0,300.69524294582953,4,5.302912167752885e-05,0,0,0
389,2,0.00703731,0.00147038,0.0130426,0.001,0,300.1270676147487,6,6.279553178869665e-05,0,0,0
390,2,0.00098502,0.0053282,0.0111163,0.001,0,300.2623031575404,6,7.145100904663028e-05,0,0,0
391,2,0.003511,0.015171,0.0131598,0.001,0,300.16068004960533,6,0.00010591051013248459,0,0,0
392,2,0.00872676,0.0148175,0.0113207,0.001,0,300.23083850590115,3,1.5355849509656567e-05,0,0,0
393,2,0.00240649,0.00685607,0.00344709,0.001,0,300.80127801928705,5,5.345768074812803e-05,0,0,0
394,2,0.0141476,0.0130014,0.00491582,0.001,0,300.6857916509438,8,9.510793844732267e-05,0,0,0
395,2,0.0103426,0.00140231,0.0128859,0.001,1,300.1520710291379,8,0.000820863379634922,0,0,0
396,2,0.00198955,0.0125949,0.00943874,0.001,0,300.40270529677247,6,5.125274074817437e-05,0,0,0
397,2,0.0102956,0.00903363,0.0124232,0.001,0,300.17364884887473,5,3.2841091121056846e-05,0,0,0
398,2,0.00125962,0.014085,0.00337117,0.001,0,300.7871312454287,5,8.387369348665279e-05,0,0,0
399,2,0.0136293,0.0151931,0.000883264,0.001,1,300.95909960976036,4,0.00027948586695951074,1,0,0
400,2,0.00349408,0.00984074,0.0121777,0.001,0,300.2101322589629,7,6.978729904658864e-05,0,0,0
401,3,0.00286447,0.009734,0.0011025,0.00125,0,300.9357042710696,4,7.152627377198152e-05,1,0,0
402,3,0.00864119,0.00172406,0.011622,0.00125,0,300.2147051869145,8,0.00012991680944450393,0,0,0
403,3,0.0142043,0.00878106,0.00656703,0.00125,1,300.5821591910384,6,0.001005360758645774,0,0,1
404,3,0.0106021,0.0130877,0.00764289,0.00125,0,300.50758794975843,9,0.00011033546919395648,0,0,0
405,3,0.00255816,0.00114621,0.00710047,0.00125,0,300.5939814554074,11,0.00021674218067438796,0,0,0
406,3,0.0138166,0.0150889,0.00444539,0.00125,1,300.7228861416655,7,0.0009588088802467161,0,0,0
407,3,0.000265837,0.00514675,0.0032108,0.00125,0,300.78677771698653,7,6.309873146427073e-05,0,0,0
408,3,0.000596411,0.0117735,0.00480197,0.00125,0,300.71775360638645,6,6.705887448636141e-05,0,0,0
409,3,0.00487931,0.00937461,0.00280342,0.00125,0,300.8140892077382,5,3.972261549270419e-05,0,0,0
410,3,0.011736,0.00066532,0.00405254,0.00125,0,300.7189882009679,6,0.00011996261590004767,0,0,0
411,3,0.00389386,0.013466,0.00280387,0.00125,0,300.8646892454235,6,0.00013546015333774943,0,0,0
412,3,0.0125126,0.0140022,0.0137814,0.00125,0,300.1051633033475,6,6.47854175794078e-05,0,0,0
413,3,0.00959524,0.0147618,0.00155384,0.00125,0,300.85870396795985,8,0.00010835847115843399,0,0,0
414,3,0.0114087,0.0138141,0.00980987,0.00125,0,300.4041294409834,7,0.00011977264392423341,0,0,0
415,3,0.00423907,0.0107346,0.0139761,0.00125,0,300.12950560876027,4,4.308272113951593e-05,0,0,0
416,3,0.0107363,0.00464063,0.0140857,0.00125,0,300.10437173575167,6,4.037567135601445e-05,0,0,0
417,3,0.000154844,0.00109198,0.0119181,0.00125,0,300.2460757864995,6,0.00017771448452590102,0,0,0
418,3,0.00204686,0.00637336,0.00117652,0.00125,0,300.9449549891737,4,5.0068974911727284e-05,1,0,0
419,3,0.0137165,0.00929045,0.00956968,0.00125,0,300.38901545011754,7,0.00011111077274528242,0,0,0
420,3,0.00709482,0.0119501,0.0142682,0.00125,0,300.08440969333947,5,8.86137618057926e-05,0,1,0
421,3,0.00522698,0.0073251,0.0040587,0.00125,0,300.7202053973897,9,0.0001714643175216729,0,0,0
422,3,0.0068171,0.0116391,0.0119993,0.00125,0,300.2348042632593,8,0.00013983370810475724,0,0,0
423,3,0.0149669,0.0129066,0.00285924,0.00125,0,300.8017539215493,7,8.640595254389455e-05,0,0,0
424,3,0.0119203,0.00429212,0.00786969,0.00125,0,300.5103097846329,7,7.775575337780828e-05,0,0,0
425,3,0.00527292,0.00713916,0.00961492,0.00125,1,300.3081275529162,6,0.0005340428606891392,0,0,0
426,3,0.00332749,0.00282902,0.0123916,0.00125,0,300.17381654189734,7,9.937513831984393e-05,0,0,0
427,3,0.0106172,0.0061586,0.00884653,0.00125,0,300.4124711958748,9,0.00013244697683231855,0,0,0
428,3,0.010236,0.00840283,0.00599713,0.00125,0,300.6134314422517,7,0.00010399817724800528,0,0,0
429,3,0.00787271,0.0090787,0.0125727,0.00125,0,300.1855834974949,8,0.00013301055848909544,0,0,0
430,3,0.012392,0.0035215,0.0102817,0.00125,0,300.3222028828023,8,0.00014737750975551102,0,0,0
431,3,0.000478223,0.0143084,0.00535659,0.00125,0,300.6641638421404,8,0.00013467573953760935,0,0,0
432,3,0.00300831,0.00642562,0.010603,0.00125,0,300.3080910051635,7,0.00010302414975882293,0,0,0
433,3,0.00488582,0.00666235,0.00631211,0.00125,0,300.5591731105474,7,0.00013972880455721367,0,0,0
434,3,0.0140576,0.00533103,0.00758861,0.00125,0,300.5070527585356,6,0.00013634537762741944,0,0,0
435,3,0.00352808,0.00641109,0.00817625,0.00125,0,300.43353594189944,10,0.00022751015040593662,0,0,0
436,3,0.00541196,0.00333014,0.00665278,0.00125,0,300.57620198923587,7,0.00011414084585821552,0,0,0
437,3,0.0128722,0.0100815,0.00515816,0.00125,0,300.6701335661728,7,0.00013032928206283752,0,0,0
438,3,0.00676824,0.0091283,0.00445074,0.00125,0,300.6989637086942,10,0.00016492948780671017,0,0,0
439,3,0.00150798,0.00130126,0.00109445,0.00125,1,300.947042900837,6,0.0004933027044784239,1,0,0
440,3,0.00404456,0.00864856,0.00752236,0.00125,0,300.4936666874066,8,0.0001023785412522358,0,0,0
441,3,0.00647566,0.00104766,0.0108102,0.00125,0,300.3021935720139,7,9.771211027174302e-05,0,0,0
442,3,0.00358582,0.0112819,0.0101736,0.00125,0,300.35470961687525,11,0.00011972513689039673,0,0,0
443,3,0.0137968,0.00708503,0.0105313,0.00125,0,300.3504763844817,9,0.0001504660251727773,0,0,0
444,3,0.00730094,0.00931706,0.010022,0.00125,0,300.370324171403,4,3.0222983849823994e-05,0,0,0
445,3,0.0114463,0.00207711,0.00861686,0.00125,0,300.41200604573464,6,0.00011966540514411703,0,0,0
446,3,0.009053,0.0079031,0.0109555,0.00125,0,300.29428900671144,8,0.00012739101767720795,0,0,0
447,3,0.00308504,0.00529079,0.0142464,0.00125,0,300.07298325817544,7,0.00011250241103200344,0,1,0
448,3,0.0113986,0.00787863,0.0104791,0.00125,0,300.3097756783113,6,5.628818931598174e-05,0,0,0
449,3,0.00358764,0.0043882,0.00196482,0.00125,0,300.85930086845633,8,0.000108631342869926,0,0,0
450,3,0.0078991,0.0141693,0.0141394,0.00125,0,300.0787632534804,6,3.294701547839258e-05,0,1,0
451,3,0.00151112,0.00661975,0.013202,0.00125,0,300.1733182968479,7,0.00014857770683235664,0,0,0
452,3,0.00185793,0.0139856,0.00720806,0.00125,0,300.5474632473872,8,0.00011324650301094043,0,0,0
453,3,0.0103195,0.0129423,0.0135931,0.00125,0,300.12658882568394,5,3.701167607646585e-05,0,0,0
454,3,0.000778643,0.0044607,0.0142257,0.00125,1,300.03157083874163,4,0.00022882377475100707,0,1,0
455,3,0.0150834,0.00832007,0.0133538,0.00125,1,300.14602087512014,7,0.0005830876642144735,0,0,1
456,3,0.00429788,0.00460278,0.00953474,0.00125,0,300.3405983046881,5,7.635522726793677e-05,0,0,0
457,3,0.00358932,0.0124559,0.00693932,0.00125,0,300.58180997029467,9,0.00011023992150474156,0,0,0
458,3,0.0124797,0.00120012,0.0124975,0.00125,0,300.1943680357456,6,0.00011170328427398545,0,0,0
459,3,0.0055355,0.000255031,0.0029715,0.00125,0,300.78157241648125,4,1.6213157101046384e-05,0,0,0
460,3,0.0118559,0.00265954,0.0028569,0.00125,0,300.82514256059693,10,0.00016055089431753886,0,0,0
461,3,0.002976,0.010311,0.00605346,0.00125,0,300.5929308772803,7,7.794134241049455e-05,0,0,0
462,3,0.00794846,0.0153104,0.00326511,0.00125,0,300.78469449163345,9,0.0001512060327781125,0,0,0
463,3,0.00940419,0.00919532,0.00201588,0.00125,0,300.84979637358094,8,0.00011880320807804089,0,0,0
464,3,0.0120431,0.0125817,0.0117104,0.00125,0,300.3001559702936,6,8.994445930745774e-05,0,0,0
465,3,0.00966264,0.00154015,0.00253213,0.00125,0,300.8269980313282,8,0.00011940251480354913,0,0,0
466,3,0.008276,0.00645263,0.00919447,0.00125,0,300.35430682315416,6,0.00010759303223357074,0,0,0
467,3,0.00259572,0.0131113,0.00478786,0.00125,0,300.7260525594069,7,9.48015959409648e-05,0,0,0
468,3,0.00542242,0.0116958,0.00257056,0.00125,0,300.8634339969547,9,0.0002230997083135845,0,0,0
469,3,0.00232622,0.00341988,0.00624313,0.00125,0,300.64061511393004,9,0.00012412087848491542,0,0,0
470,3,0.0134051,0.00505072,0.0118767,0.00125,0,300.22968688318,9,0.0001763328711813043,0,0,0
471,3,0.00988032,0.00569896,0.0111818,0.00125,0,300.2791964562422,7,7.138075542701696e-05,0,0,0
472,3,0.000727052,0.00813109,0.00273617,0.00125,1,300.86027118779106,6,0.0010854051863973418,0,0,1
473,3,0.0018216,0.0105733,0.00310661,0.00125,0,300.79630665596335,7,9.720854090826494e-05,0,0,0
474,3,0.0132164,0.00464896,0.0142442,0.00125,0,300.07715140779993,6,7.435761235973508e-05,0,1,0
475,3,0.00547061,0.00220868,0.00452783,0.00125,0,300.70312600480355,9,0.0001244033500530696,0,0,0
476,3,0.00417548,0.00707696,0.00185079,0.00125,0,300.86829201099766,4,6.940923883964015e-05,0,0,0
477,3,0.012717,0.00497249,0.00564253,0.00125,0,300.6291637102529,11,0.00018490685126688417,0,0,0
478,3,0.00390924,0.00208158,0.00278571,0.00125,0,300.8255264331708,6,0.00010782705023262775,0,0,0
479,3,0.0119641,0.0066168,0.0141512,0.00125,0,300.08670302708595,5,7.089260802613514e-05,0,1,0
480,3,0.00132069,0.000897655,0.00340791,0.00125,1,300.83040768337764,5,0.0007459033487285844,0,0,0
481,3,0.0110828,0.010023,0.0142771,0.00125,0,300.07425577799756,7,9.208889385837136e-05,0,1,0
482,3,0.00760919,0.0117553,0.00983223,0.00125,0,300.36992273367844,7,0.0001488118579063226,0,0,0
483,3,0.0147465,0.00741987,0.00833856,0.00125,1,300.4559726182717,8,0.000956261071842678,0,0,1
484,3,0.00126161,0.0116434,0.00723613,0.00125,0,300.53316899598093,6,5.5094521167471604e-05,0,0,0
485,3,0.0148598,0.00183155,0.00485025,0.00125,0,300.70138694155315,7,6.990757452500366e-05,0,0,0
486,3,0.0041845,0.000270788,0.0112352,0.00125,0,300.27512482359487,8,0.00015139281418471864,0,0,0
487,3,0.00757262,0.0105256,0.00773959,0.00125,0,300.46002917906105,5,4.215339973511982e-05,0,0,0
488,3,0.00670747,0.00583542,0.00290594,0.00125,0,300.80570220729766,8,0.00015127252016896894,0,0,0
489,3,0.0108315,0.00063707,0.00626549,0.00125,0,300.5841190081524,9,0.00016683756701577974,0,0,0
490,3,0.000256757,0.00786836,0.00497188,0.00125,1,300.713345027707,10,0.0010754851283755681,0,0,1
491,3,0.0137817,0.00307043,0.00676854,0.00125,0,300.5437235523898,6,9.556699073413525e-05,0,0,0
492,3,0.0151889,0.00300748,0.00131104,0.00125,0,300.9284086886431,7,3.89970489773211e-05,0,0,0
493,3,0.0118046,0.0110655,0.00245696,0.00125,0,300.82844890698453,8,8.735015251207467e-05,0,0,0
494,3,0.00899819,0.00313438,0.00595921,0.00125,0,300.63621491951517,9,9.91528379576085e-05,0,0,0
495,3,0.00776734,0.000944439,0.00111534,0.00125,0,300.9135019571904,5,7.684735072778799e-05,1,0,0
496,3,0.0145161,0.00101532,0.00961945,0.00125,0,300.42543163553,5,7.748392997012556e-05,0,0,0
497,3,0.0132851,0.00466757,0.0026714,0.00125,0,300.85110984199724,8,9.59936828810421e-05,0,0,0
498,3,0.00817881,0.00822097,0.00753351,0.00125,0,300.4623710627147,7,0.00014010626898391327,0,0,0
499,3,0.0112204,0.00325932,0.00515858,0.00125,0,300.68180777607404,6,6.46649546175792e-05,0,0,0
500,3,0.00687735,0.0143408,0.00513623,0.00125,0,300.66352806523935,7,0.00011071325175507795,0,0,0
